Make,Model,Variant,Displacement,Fuel_Type,Body_Type,Seating_Capacity,City_Mileage
Honda,Brv,V Cvt Petrol,1497 cc,Petrol,SUV,7,12 kmpl
Honda,Brv,S Diesel,1498 cc,Diesel,SUV,7,16.2 kmpl
Honda,Brv,V Diesel,1498 cc,Diesel,SUV,7,16.2 kmpl
Honda,Brv,Vx Diesel,1498 cc,Diesel,SUV,7,16.2 kmpl
Mahindra,Thar,Crde,2498 cc,Diesel,SUV,6,
Mahindra,Thar,700 Special Edition,2498 cc,Diesel,SUV,6,
Mahindra,Thar,Crde Abs,2498 cc,Diesel,SUV,6,
Force,Gurkha,Xpedition 5 Door,2596 cc,Diesel,SUV,7,14 kmpl
Force,Gurkha,Xplorer 3 Door,2596 cc,Diesel,SUV,5,14 kmpl
Force,Gurkha,Xtreme,2149 cc,Diesel,SUV,5,
Force,Gurkha,Xtreme Abs,2149 cc,Diesel,SUV,5,
Force,Gurkha,Xpedition 3 Door,2596 cc,Diesel,SUV,7,14 kmpl
Force,Gurkha,Xplorer 5 Door,2596 cc,Diesel,SUV,5,14 kmpl
Maruti Suzuki,Xl6,Zeta Mt,1462 cc,Petrol,MPV,6,
Maruti Suzuki,Xl6,Alpha Mt,1462 cc,Petrol,MPV,6,
Maruti Suzuki,Xl6,Zeta At,1462 cc,Petrol,MPV,6,
Maruti Suzuki,Xl6,Alpha At,1462 cc,Petrol,MPV,6,
Fiat,Abarth Avventura,1.4 T-Jet,1368 cc,Petrol,Crossover,5,17 kmpl
Mahindra,Tuv300 Plus,P4,2179 cc,Diesel,SUV,9,18.49 kmpl
Mahindra,Tuv300 Plus,P6,2179 cc,Diesel,SUV,9,18.49 kmpl
Mahindra,Tuv300 Plus,P8,2179 cc,Diesel,SUV,9,18.49 kmpl
Mahindra,Marazzo,M2 7 Str,1497 cc,Diesel,MPV,7,
Mahindra,Marazzo,M4 7 Str,1497 cc,Diesel,MPV,7,
Mahindra,Marazzo,M6 7 Str,1497 cc,Diesel,MPV,7,
Mahindra,Marazzo,M8 7 Str,1497 cc,Diesel,MPV,7,
Mahindra,Marazzo,M2 8 Str,1497 cc,Diesel,MPV,8,
Mahindra,Marazzo,M4 8 Str,1497 cc,Diesel,MPV,8,
Mahindra,Marazzo,M6 8 Str,1497 cc,Diesel,MPV,8,
Mahindra,Marazzo,M8 8 Str,1497 cc,Diesel,MPV,8,
Mahindra,Scorpio,S3 2Wd,2523 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,4Wd Getaway,2179 cc,Diesel,SUV,5,8.1 kmpl
Mahindra,Scorpio,2Wd Getaway,2179 cc,Diesel,SUV,5,9.4 kmpl
Mahindra,Scorpio,S5 2Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,S7 120 2Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,S7 140 2Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,S11 2Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,S11 4Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Mahindra,Scorpio,S9 2Wd,2179 cc,Diesel,SUV,9,11.5 kmpl
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,1498 cc,Diesel,Sedan,5,18 kmpl
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,1598 cc,Petrol,Sedan,5,12 kmpl
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1498 cc,Diesel,Sedan,5,18 kmpl
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1598 cc,Petrol,Sedan,5,12 kmpl
Mahindra,Xuv500,G At,2179 cc,Petrol,SUV,7,
Mahindra,Xuv500,W7,2179 cc,Diesel,SUV,7,16 kmpl
Mahindra,Xuv500,W7 At,2179 cc,Diesel,SUV,7,16 kmpl
